Layers,Neurons,batch,optimiser,keras,epochs,dropout,train %,activation,RMSE,VAL_RMSE,Objective,mae,val_mae,R2,R2_v,final
1,16,25,Adam,uniform,150,0,0.05,elu,0.393276069,0.628944782,0.488889575,0.31297085,0.39854956,0.845333933,0.523693666,0.6845138
1,7,10,Adam,uniform,150,0.1,0.05,elu,0.374044402,0.599170432,0.513392583,0.30284718,0.43336242,0.860090785,0.508836296,0.684463541
1,18,10,Adam,normal,200,0.1,0.3,elu,0.249987333,0.887320312,0.431346177,0.25300315,0.64176965,0.937506333,0.431027944,0.684267139
1,8,10,Adam,uniform,200,0,0.05,elu,0.284454791,0.513469399,0.601037905,0.21739139,0.38986883,0.919085472,0.449119988,0.68410273
1,16,10,Adam,uniform,200,0,0.25,tanh,0.138725071,0.83624387,0.51251553,0.09712464,0.59669435,0.980755355,0.385126624,0.682940989
1,18,10,Adam,uniform,200,0.1,0.05,elu,0.217205769,0.513914434,0.634439899,0.20514928,0.3878202,0.952821654,0.411373096,0.682097375
1,19,10,Adam,normal,150,0.1,0.05,elu,0.246556458,0.55721974,0.598111901,0.25014356,0.35622647,0.939209913,0.424485529,0.681847721
1,2,10,Adam,normal,200,0,0.25,elu,0.449779005,0.705284362,0.422468316,0.33201158,0.55488485,0.797698846,0.564173548,0.680936197
2,"(3, 17)",10,Adam,normal,200,0.1,0.25,elu,0.393319688,0.745717259,0.430481527,0.36355856,0.59357905,0.845299623,0.516382789,0.680841206
1,8,10,Adam,uniform,200,0.1,0.05,elu,0.26397458,0.487821772,0.624101824,0.24817125,0.38001463,0.930317421,0.431235322,0.680776372
2,"(16, 12)",10,Adam,normal,100,0,0.05,tanh,0.319781232,0.664434365,0.507892202,0.23653676,0.48564935,0.897739964,0.463207949,0.680473956
2,"(17, 20)",10,Adam,normal,200,0.1,0.25,elu,0.207448696,0.825092536,0.483729384,0.24426626,0.59432226,0.956965039,0.402209642,0.67958734
1,9,10,Adam,normal,200,0.1,0.05,elu,0.331827855,0.557653842,0.555259152,0.30457315,0.425045,0.889890274,0.467814914,0.678852594
1,16,10,Adam,normal,200,0.3,0.05,elu,0.297278167,0.569448457,0.566636688,0.3113651,0.3983279,0.911625691,0.442584994,0.677105343
2,"(16, 12)",10,Adam,uniform,150,0.1,0.05,elu,0.248235243,0.499241812,0.626261473,0.25203896,0.35401118,0.938379264,0.415414148,0.676896706
1,17,10,Adam,normal,200,0,0.15,tanh,0.149515508,0.702908422,0.573788035,0.1101771,0.5643137,0.977645113,0.375707049,0.676676081
3,"(3, 10, 16)",10,Adam,normal,200,0.1,0.05,elu,0.399856538,0.51340838,0.543367541,0.41487238,0.4155147,0.840114749,0.512961007,0.676537878
1,15,10,RMSprop,uniform,150,0.1,0.05,tanh,0.378255301,0.605990633,0.507877033,0.31197453,0.45542923,0.856922927,0.495021022,0.675971975
1,19,10,Adam,uniform,200,0,0.05,elu,0.162926833,0.605602512,0.615735328,0.11967926,0.42817682,0.973454847,0.378248669,0.675851758
1,6,10,Adam,uniform,200,0.1,0.2,elu,0.287064911,0.780895338,0.466019876,0.27019912,0.6132882,0.917593737,0.433143676,0.675368707
1,7,10,Adam,uniform,150,0.5,0.05,elu,0.477735906,0.61256387,0.454850112,0.42667738,0.45031825,0.771768404,0.577989919,0.674879162
2,"(5, 13)",10,Adam,uniform,150,0.1,0.05,relu,0.436248086,0.544163613,0.50979415,0.41106138,0.42703915,0.809687607,0.539526331,0.674606969
2,"(14, 7)",10,Adam,uniform,200,0,0.25,tanh,0.190269046,0.830541502,0.489594726,0.14764215,0.5929731,0.96379769,0.385255742,0.674526716
2,"(14, 16)",10,RMSprop,normal,150,0,0.05,elu,0.40004109,0.601303666,0.499327622,0.3089063,0.47131234,0.839967126,0.5076996,0.673833363
2,"(2, 17)",10,Adam,normal,200,0,0.15,elu,0.36210819,0.649549053,0.494171378,0.25916806,0.51403236,0.868877659,0.478723028,0.673800343
2,"(18, 16)",10,Adam,normal,100,0,0.05,elu,0.311034685,0.559499696,0.564732809,0.23840643,0.40347543,0.903257425,0.443976444,0.673616934
1,11,10,Adam,uniform,200,0.1,0.05,elu,0.250442084,0.47001235,0.639772783,0.23467672,0.36131936,0.937278763,0.409720334,0.673499548
2,"(16, 12)",10,Adam,uniform,150,0.3,0.2,tanh,0.432707113,0.708648746,0.429322071,0.41719016,0.58092546,0.812764554,0.532850238,0.672807396
1,19,10,Adam,normal,200,0,0.2,elu,0.206567627,0.807140737,0.493145818,0.14821953,0.64201254,0.957329816,0.387796102,0.672562959
1,12,10,Adam,normal,200,0.1,0.25,elu,0.304288997,0.804922438,0.445394283,0.26523346,0.59372926,0.907408206,0.436879113,0.67214366
1,10,10,Adam,normal,150,0.1,0.05,elu,0.356139466,0.520922278,0.561469128,0.3217154,0.39235276,0.873164681,0.470983742,0.672074211
3,"(19, 10, 17)",10,Adam,uniform,200,0.1,0.3,relu,0.355240924,0.842555738,0.401101669,0.3329145,0.61233795,0.873803886,0.46952622,0.671665053
2,"(17, 16)",10,Adam,uniform,200,0.1,0.2,elu,0.210438307,0.814422815,0.487569439,0.2380302,0.62256867,0.955715719,0.387235598,0.671475658
1,14,10,RMSprop,uniform,200,0.1,0.3,relu,0.33355323,0.863234646,0.401606062,0.2974843,0.61871135,0.888742243,0.450634263,0.669688253
1,17,10,RMSprop,normal,150,0.1,0.25,elu,0.380305491,0.772908083,0.423393213,0.32586625,0.60424036,0.855367733,0.483991552,0.669679643
2,"(16, 12)",10,Adam,normal,150,0.1,0.05,elu,0.259827893,0.534271825,0.602950141,0.28058437,0.37951502,0.932489466,0.404919379,0.668704422
2,"(18, 14)",10,Adam,normal,200,0.2,0.2,elu,0.267644582,0.796721006,0.467817206,0.31502193,0.61091775,0.928366378,0.408706915,0.668536646
1,16,25,RMSprop,normal,200,0,0.05,tanh,0.376613247,0.640980431,0.491203161,0.3343516,0.43622404,0.858162462,0.47752927,0.667845866
1,16,10,Adam,uniform,200,0,0.05,tanh,0.141160899,0.457699409,0.700569846,0.11102116,0.3795949,0.980073601,0.354687278,0.667380439
3,"(14, 6, 12)",10,RMSprop,normal,150,0.1,0.25,tanh,0.440067608,0.738013746,0.410959323,0.41008636,0.5871956,0.8063405,0.527772079,0.66705629
1,18,10,Adam,normal,200,0.5,0.05,elu,0.369709693,0.58820909,0.521040608,0.3966303,0.41734904,0.863314743,0.470723543,0.667019143
1,16,10,Adam,normal,200,0.1,0.05,elu,0.303971736,0.577313612,0.559357326,0.23971558,0.40845782,0.907601184,0.424193848,0.665897516
2,"(12, 16)",10,Adam,normal,200,0,0.15,elu,0.240943868,0.702883289,0.528086422,0.15973373,0.5608003,0.941946053,0.388272574,0.665109314
3,"(15, 19, 4)",10,Adam,uniform,150,0.1,0.05,elu,0.347519422,0.483296854,0.584591862,0.33421406,0.3761953,0.879230251,0.450335362,0.664782807
3,"(19, 10, 17)",10,Adam,uniform,200,0,0.05,elu,0.206741658,0.613983825,0.589637259,0.15649089,0.39582238,0.957257887,0.371197427,0.664227657
1,6,10,Adam,normal,150,0.3,0.05,elu,0.435286961,0.606344669,0.479184185,0.4008271,0.45873755,0.810525262,0.517779156,0.664152209
2,"(14, 17)",10,RMSprop,normal,200,0.1,0.25,tanh,0.422615811,0.749118399,0.414132895,0.32642725,0.58673257,0.821395876,0.506235678,0.663815777
2,"(16, 12)",10,Adam,normal,200,0.1,0.2,elu,0.247323743,0.819042837,0.46681671,0.26295698,0.6181359,0.938830966,0.388681328,0.663756147
1,10,10,RMSprop,uniform,200,0.1,0.15,elu,0.297452305,0.681724552,0.510411572,0.27526784,0.52458024,0.911522126,0.415116535,0.66331933
1,18,10,Adam,uniform,200,0.1,0.05,elu,0.216040105,0.501982915,0.64098849,0.22830161,0.40628004,0.953326673,0.372148587,0.66273763
1,17,10,Adam,normal,200,0.3,0.25,tanh,0.389975284,0.774083019,0.417970849,0.39315143,0.60900587,0.847919278,0.477244218,0.662581748
1,3,10,Adam,normal,150,0,0.05,elu,0.466626152,0.560510449,0.486431699,0.34051546,0.43781668,0.782260034,0.540944959,0.661602497
1,12,10,Adam,uniform,150,0.1,0.05,elu,0.285030506,0.561943447,0.576513024,0.28427413,0.39893132,0.918757611,0.402770854,0.660764232
1,4,10,RMSprop,uniform,150,0,0.05,elu,0.403951259,0.585932115,0.505058313,0.31549254,0.39855102,0.83682338,0.481424996,0.659124188
2,"(11, 17)",10,Adam,normal,200,0.3,0.05,relu,0.412965522,0.60648614,0.490274169,0.404548,0.47087875,0.829459478,0.488518465,0.658988972
2,"(7, 18)",10,Adam,uniform,200,0.3,0.05,elu,0.387317732,0.614229099,0.499226585,0.38932502,0.47616285,0.849984975,0.46762784,0.658806407
1,15,10,Adam,normal,200,0,0.05,elu,0.246794803,0.523208163,0.614998517,0.19619057,0.3719552,0.939092325,0.378106254,0.65859929
1,16,10,Adam,uniform,200,0.1,0.05,elu,0.21876296,0.54963291,0.615802065,0.24313754,0.3593343,0.952142767,0.365021554,0.658582161
2,"(18, 14)",10,Adam,normal,200,0.4,0.2,elu,0.362072352,0.770729903,0.433598873,0.3924406,0.5888423,0.868903612,0.448226828,0.65856522
1,13,10,Adam,uniform,100,0.3,0.05,elu,0.467687932,0.663201714,0.434555177,0.4389372,0.45236555,0.781267999,0.535749062,0.65850853
1,16,10,Adam,uniform,200,0.1,0.05,elu,0.223600375,0.514708842,0.630845392,0.22388075,0.36160526,0.950002872,0.366916305,0.658459589
1,14,10,RMSprop,normal,150,0.3,0.3,elu,0.372197389,0.871577618,0.378112497,0.40052348,0.64440125,0.861469104,0.450586005,0.656027555
2,"(18, 16)",10,Adam,uniform,200,0,0.25,tanh,0.141616681,0.871537418,0.493422951,0.11168935,0.67421037,0.979944716,0.331828046,0.655886381
1,16,10,Adam,normal,200,0.1,0.25,sigmoid,0.381248057,0.793089712,0.412831115,0.34327108,0.5883461,0.854649919,0.456789084,0.655719501
2,"(2, 17)",10,Adam,normal,200,0,0.05,elu,0.361415991,0.514540121,0.562021944,0.27220896,0.4197052,0.869378481,0.440922771,0.655150626
1,20,25,Adam,uniform,200,0.5,0.25,tanh,0.436681304,0.758653651,0.402332522,0.45943767,0.58861995,0.809309438,0.500549365,0.654929402
3,"(19, 10, 17)",10,Adam,normal,100,0.1,0.05,elu,0.356497207,0.507528135,0.567987329,0.3554825,0.37422103,0.872909741,0.436536018,0.65472288
1,16,25,RMSprop,normal,200,0.1,0.05,elu,0.454035318,0.599523949,0.473220367,0.38615173,0.45163894,0.79385193,0.515450895,0.654651412
1,19,10,Adam,normal,200,0.1,0.05,elu,0.24898347,0.558297017,0.596359756,0.24182275,0.39022118,0.938007232,0.370180555,0.654093893
1,6,10,RMSprop,uniform,150,0.1,0.05,elu,0.377664322,0.553688958,0.53432336,0.36654246,0.3976142,0.85736966,0.449609988,0.653489824
2,"(15, 15)",10,Adam,uniform,200,0.1,0.05,tanh,0.27626785,0.505402346,0.609164902,0.2733687,0.39999038,0.923676075,0.382561587,0.653118831
1,18,10,Adam,uniform,200,0,0.2,tanh,0.177843147,0.837563284,0.492296784,0.12923735,0.6409871,0.968371815,0.337576524,0.65297417
1,16,10,RMSprop,normal,200,0,0.25,sigmoid,0.395629517,0.791050603,0.40665994,0.29992956,0.6130302,0.843477285,0.459146359,0.651311822
2,"(16, 12)",10,RMSprop,uniform,150,0,0.05,elu,0.461993413,0.599146703,0.469429942,0.31680578,0.49422973,0.786562087,0.515647496,0.651104792
1,13,10,RMSprop,normal,200,0.1,0.05,elu,0.294289278,0.539061872,0.583324425,0.2696003,0.3975107,0.913393821,0.388402352,0.650898086
1,15,10,Adam,normal,200,0.1,0.05,elu,0.258867706,0.607883804,0.566624245,0.22720271,0.43794012,0.932987511,0.36868809,0.6508378
1,8,25,Adam,uniform,200,0,0.05,elu,0.301613774,0.545047461,0.576669382,0.23701288,0.37297747,0.909029131,0.392265273,0.650647202
2,"(16, 12)",10,Adam,uniform,150,0.3,0.3,tanh,0.446372677,0.824902489,0.364362417,0.47968107,0.6088788,0.800751433,0.49832132,0.649536377
1,15,10,Adam,normal,200,0.1,0.05,elu,0.260934645,0.520041586,0.609511885,0.25204033,0.348609,0.931913111,0.367121023,0.649517067
1,19,10,Adam,normal,200,0.1,0.05,elu,0.22839984,0.574075505,0.598762327,0.23724687,0.41576916,0.947833513,0.351189126,0.64951132
1,18,10,RMSprop,normal,150,0.1,0.05,relu,0.329322627,0.554998829,0.557839272,0.27683434,0.41890413,0.891546608,0.407445793,0.649496201
1,16,25,RMSprop,uniform,200,0,0.25,tanh,0.371153017,0.807434222,0.41070638,0.30563733,0.6368504,0.862245438,0.435541265,0.648893351
1,19,10,Adam,uniform,150,0,0.2,sigmoid,0.332693688,0.803935988,0.431685162,0.24335232,0.6106695,0.88931491,0.408400066,0.648857488
1,19,10,Adam,normal,100,0.1,0.05,elu,0.390857102,0.553366218,0.52788834,0.3340262,0.42211896,0.847230726,0.4504673,0.648849013
1,16,10,Adam,uniform,150,0,0.05,elu,0.261753802,0.582567502,0.577839348,0.20115371,0.4301235,0.931484947,0.363178407,0.647331677
2,"(14, 7)",10,Adam,normal,150,0.1,0.05,elu,0.290840683,0.540490853,0.584334232,0.29232514,0.4036778,0.915411697,0.378890487,0.647151092
1,16,25,RMSprop,uniform,200,0.1,0.05,elu,0.337312475,0.521334052,0.570676737,0.28170484,0.35396054,0.886220294,0.407511075,0.646865684
2,"(9, 20)",10,Adam,normal,200,0.2,0.05,tanh,0.335397636,0.532229815,0.566186275,0.34774137,0.4147284,0.887508426,0.406172386,0.646840406
1,15,10,RMSprop,uniform,150,0.5,0.05,tanh,0.528435912,0.621492584,0.425035752,0.4611279,0.46788636,0.720755487,0.572749598,0.646752543
2,"(15, 15)",10,Adam,normal,200,0.1,0.05,relu,0.282463462,0.622154734,0.547690902,0.29931954,0.43839115,0.920214393,0.372914898,0.646564646
2,"(14, 13)",10,Adam,normal,200,0.1,0.25,relu,0.262742883,0.86306077,0.437098173,0.29686558,0.63195944,0.930966177,0.359326844,0.645146511
2,"(18, 16)",25,Adam,uniform,150,0,0.25,tanh,0.231913311,0.868967747,0.449559471,0.16245216,0.6506906,0.946216216,0.343880993,0.645048604
2,"(16, 12)",10,Adam,uniform,150,0.1,0.05,tanh,0.287511323,0.539621816,0.586433431,0.30025694,0.40091258,0.917337239,0.372026583,0.644681911
1,6,10,Adam,uniform,200,0.1,0.2,elu,0.327885077,0.809549207,0.431282858,0.317486,0.63471305,0.892491376,0.392419605,0.642455491
4,"(3, 16, 19, 11)",25,Adam,normal,200,0,0.05,elu,0.398486599,0.55490215,0.523305626,0.30594736,0.45918903,0.841208431,0.443656526,0.642432478
2,"(17, 20)",10,RMSprop,uniform,150,0.1,0.25,tanh,0.406830217,0.794556997,0.399306393,0.34648415,0.59961927,0.834489174,0.450159796,0.642324485
1,18,10,Adam,normal,100,0.2,0.05,tanh,0.384509299,0.587887307,0.513801697,0.36502084,0.43494138,0.852152599,0.43220863,0.642180615
2,"(18, 17)",10,Adam,normal,200,0.4,0.3,elu,0.372363188,0.881170437,0.373233187,0.4320863,0.6255159,0.861345656,0.422177214,0.641761435
1,16,10,Adam,normal,200,0.1,0.05,elu,0.237789201,0.585434156,0.588388322,0.23368037,0.39641252,0.943456296,0.340049683,0.641752989
2,"(18, 16)",10,Adam,uniform,200,0.1,0.2,sigmoid,0.400094341,0.781471517,0.409217071,0.33691877,0.61430615,0.839924519,0.443035775,0.641480147
2,"(16, 12)",10,Adam,normal,200,0.1,0.05,relu,0.320347109,0.509822689,0.584915101,0.33954287,0.45875955,0.89737773,0.38393023,0.64065398
1,6,10,RMSprop,uniform,200,0.3,0.05,elu,0.431585677,0.606426145,0.480994089,0.44609964,0.46991706,0.813733804,0.467486002,0.640609903
2,"(16, 12)",10,Adam,uniform,100,0.1,0.05,elu,0.337750721,0.525430368,0.568409455,0.3088801,0.39316508,0.88592445,0.395277837,0.640601144
3,"(11, 9, 13)",10,Adam,normal,150,0.1,0.2,elu,0.312259167,0.822408348,0.432666243,0.32010892,0.63270074,0.902494213,0.375603885,0.639049049
1,18,10,Adam,normal,200,0.2,0.05,elu,0.238677414,0.603150615,0.579085986,0.23415041,0.4405512,0.943033092,0.334995797,0.639014445
1,19,10,Adam,uniform,150,0.5,0.2,tanh,0.447141031,0.751908362,0.400475304,0.47792092,0.5976724,0.800064899,0.47633612,0.63820051
2,"(13, 17)",10,Adam,uniform,200,0.1,0.2,relu,0.355724152,0.803835949,0.420219949,0.33116922,0.60998416,0.873460327,0.402098259,0.637779293
2,"(18, 14)",10,Adam,normal,200,0.4,0.2,elu,0.38374311,0.793655626,0.411300632,0.46030846,0.6094284,0.852741226,0.422428683,0.637584954
1,16,25,RMSprop,uniform,200,0.4,0.05,tanh,0.401366687,0.589035918,0.504798697,0.35728705,0.4194292,0.838904782,0.434541729,0.636723255
1,12,10,Adam,normal,150,0.3,0.05,tanh,0.384835798,0.627108206,0.494027998,0.40235198,0.46926293,0.851901409,0.419813834,0.635857622
2,"(17, 16)",10,RMSprop,normal,200,0,0.2,elu,0.243343115,0.846220513,0.455218186,0.20091924,0.63353467,0.940784128,0.327262588,0.634023358
2,"(16, 13)",10,Adam,uniform,100,0.1,0.25,elu,0.331991381,0.848808734,0.409599943,0.3108899,0.6159005,0.889781723,0.377388164,0.633584943
2,"(10, 15)",10,Adam,uniform,100,0.1,0.05,elu,0.336056353,0.555619061,0.554162293,0.30226454,0.38387066,0.887066128,0.377636817,0.632351472
2,"(16, 12)",10,Adam,uniform,150,0.1,0.05,elu,0.269141077,0.583370657,0.573744133,0.2596357,0.40724367,0.927563081,0.337088527,0.632325804
2,"(16, 19)",10,RMSprop,normal,150,0.1,0.3,tanh,0.374631742,0.89939592,0.362986169,0.31070977,0.6533334,0.859651058,0.404251296,0.631951177
1,12,10,Adam,uniform,200,0.3,0.05,tanh,0.323992531,0.536107799,0.569949835,0.33184436,0.39657265,0.89502884,0.368573361,0.631801101
2,"(18, 16)",25,Adam,normal,200,0.3,0.3,elu,0.37725296,0.891496661,0.365625189,0.42154253,0.6379822,0.857680204,0.405819612,0.631749908
1,16,10,Adam,uniform,100,0.3,0.05,elu,0.440595193,0.59064406,0.484380374,0.37664506,0.4347406,0.805875875,0.457355086,0.631615481
3,"(18, 14, 6)",10,Adam,normal,200,0.1,0.2,elu,0.328115519,0.825777891,0.423053295,0.3544198,0.62612665,0.892340206,0.370010186,0.631175196
2,"(18, 11)",50,RMSprop,normal,200,0,0.05,tanh,0.434080503,0.614458266,0.475730616,0.36302558,0.43198356,0.811574117,0.448212234,0.629893176
1,7,10,RMSprop,uniform,150,0,0.05,elu,0.374588416,0.570071136,0.527670224,0.30841836,0.40386337,0.859683518,0.399600785,0.629642152
1,18,10,RMSprop,uniform,150,0.4,0.05,tanh,0.473901077,0.633578356,0.446260283,0.44997638,0.48375207,0.775417769,0.481472266,0.628445018
2,"(17, 18)",10,Adam,uniform,200,0.4,0.05,tanh,0.40464446,0.623919501,0.48571802,0.42459202,0.4724637,0.836262861,0.420406175,0.628334518
2,"(10, 4)",10,Adam,uniform,200,0.1,0.05,tanh,0.418626838,0.678690144,0.451341509,0.4045478,0.49999112,0.824751571,0.43152151,0.62813654
1,16,10,Adam,uniform,150,0,0.3,sigmoid,0.427140371,0.868962513,0.351948558,0.32035923,0.6331329,0.817551104,0.438002874,0.627776989
1,18,10,Adam,uniform,200,0.3,0.15,elu,0.282209603,0.728941739,0.494424329,0.30192295,0.57116777,0.92035774,0.333093525,0.626725633
2,"(20, 17)",10,Adam,normal,200,0.1,0.05,sigmoid,0.362819227,0.528584128,0.554298323,0.35520533,0.4330689,0.868362208,0.384897806,0.626630007
2,"(8, 8)",10,Adam,uniform,150,0.1,0.05,elu,0.358637663,0.565665274,0.537848532,0.32889742,0.39808738,0.871379027,0.380586103,0.625982565
1,18,10,Adam,uniform,100,0.1,0.3,tanh,0.416514689,0.880069088,0.351708111,0.36001915,0.64236844,0.826515513,0.424496574,0.625506044
1,8,10,Adam,uniform,200,0.5,0.05,elu,0.425176947,0.642870792,0.465976131,0.44092968,0.4809467,0.819224564,0.431672667,0.625448616
4,"(6, 7, 6, 17)",25,Adam,normal,200,0.1,0.05,elu,0.431710737,0.591582796,0.488353234,0.41128635,0.45513573,0.81362584,0.436249096,0.624937468
2,"(19, 2)",10,Adam,uniform,200,0,0.25,relu,0.478309781,0.774542533,0.373573843,0.32532206,0.5572583,0.771219754,0.478001438,0.624610596
2,"(19, 17)",25,Adam,normal,200,0.3,0.05,elu,0.351200865,0.592746366,0.528026384,0.37419346,0.4372159,0.876657952,0.370254044,0.623455998
1,6,10,Adam,normal,200,0.3,0.05,elu,0.441077981,0.603411181,0.477755419,0.4153722,0.447905,0.805450215,0.439594172,0.622522194
1,16,10,Adam,normal,150,0,0.2,tanh,0.280567946,0.855545066,0.431943494,0.19050565,0.66544694,0.921281628,0.323538392,0.62241001
2,"(14, 7)",10,Adam,normal,150,0.1,0.05,elu,0.329966235,0.582461281,0.543786242,0.3454812,0.3784886,0.891122284,0.353560358,0.622341321
2,"(9, 16)",10,Adam,uniform,150,0.2,0.05,relu,0.454263903,0.625043157,0.46034647,0.41723922,0.4943359,0.793644306,0.450951743,0.622298024
1,16,10,Adam,normal,100,0,0.25,tanh,0.419318855,0.822225865,0.37922764,0.29275268,0.61221147,0.824171697,0.418718131,0.621444914
1,6,10,Adam,uniform,200,0.3,0.25,elu,0.431212483,0.814592479,0.377097519,0.39041823,0.62957156,0.814055795,0.428816882,0.621436338
3,"(13, 11, 13)",10,Adam,normal,150,0.1,0.05,relu,0.40700551,0.55519318,0.518900655,0.39330187,0.4572031,0.834346515,0.408210682,0.621278598
1,16,10,Adam,normal,200,0,0.15,tanh,0.234036447,0.736330576,0.514816489,0.1611149,0.5688048,0.945226942,0.296791087,0.621009014
2,"(20, 16)",10,Adam,uniform,200,0.5,0.3,elu,0.435519947,0.880874484,0.341802785,0.45157704,0.6326221,0.810322376,0.429478021,0.619900198
1,16,10,Adam,uniform,150,0,0.05,elu,0.287892169,0.598361572,0.556873129,0.19661625,0.4212597,0.917118099,0.322342846,0.619730473
2,"(16, 12)",10,Adam,uniform,200,0,0.05,elu,0.215760776,0.546236698,0.619001263,0.14687297,0.3645238,0.953447287,0.285939211,0.619693249
4,"(20, 13, 8, 12)",10,Adam,uniform,100,0,0.2,elu,0.360945893,0.834748244,0.402152931,0.2971514,0.6331862,0.869718062,0.367149883,0.618433973
2,"(16, 7)",10,Adam,uniform,150,0.1,0.05,relu,0.437129056,0.667223979,0.447823482,0.38505554,0.5125847,0.808918188,0.427087478,0.618002833
1,16,10,Adam,uniform,150,0,0.05,elu,0.284554646,0.641456178,0.536994588,0.1877081,0.47934717,0.919028653,0.316311608,0.617670131
1,6,10,Adam,uniform,200,0.1,0.3,elu,0.370993076,0.912551534,0.358227695,0.2932518,0.6759191,0.862364137,0.37254342,0.617453779
2,"(16, 12)",10,Adam,normal,200,0.1,0.2,elu,0.269176772,0.861683903,0.434569663,0.25265113,0.6650216,0.927543866,0.306851901,0.617197883
2,"(15, 14)",25,Adam,normal,200,0.4,0.05,elu,0.465902678,0.591015158,0.471541082,0.44180518,0.46337262,0.782934695,0.450201137,0.616567916
2,"(16, 12)",10,Adam,normal,150,0.1,0.2,relu,0.34833594,0.845277153,0.403193454,0.37814873,0.6336997,0.878662073,0.353313658,0.615987865
2,"(16, 12)",25,Adam,normal,200,0.3,0.05,tanh,0.41103753,0.613621976,0.487670247,0.44549328,0.46450758,0.831048149,0.399526958,0.615287553
2,"(18, 5)",25,Adam,normal,200,0,0.3,tanh,0.356972294,0.927628669,0.357699519,0.26667842,0.69523656,0.872570782,0.356129381,0.614350081
1,19,10,Adam,uniform,100,0,0.3,elu,0.354550557,0.92711462,0.359167411,0.27001616,0.6835355,0.874293902,0.354061148,0.614177525
1,16,10,Adam,normal,200,0,0.05,elu,0.240601796,0.5671181,0.596140052,0.16307436,0.4055407,0.942110776,0.282528952,0.612319864
2,"(16, 12)",10,Adam,uniform,150,0.1,0.05,tanh,0.271772886,0.538650889,0.594788112,0.29001966,0.42437333,0.926139499,0.298277037,0.612208268
1,18,10,RMSprop,normal,200,0.2,0.05,sigmoid,0.464662721,0.66421944,0.43555892,0.40610096,0.5410129,0.784088556,0.43992862,0.612008588
1,16,10,Adam,normal,150,0.1,0.25,elu,0.373435384,0.85662274,0.384970938,0.3198217,0.6483783,0.860546014,0.362163755,0.611354885
2,"(2, 17)",10,Adam,uniform,200,0,0.05,elu,0.36641972,0.537422249,0.548079016,0.28006685,0.41370645,0.865736589,0.35612254,0.610929564
